"","SiteYearLine","Site","Year","CanolaLine","Week","SampleID","SiteYear","s2","s","s.std","s.rev","Yield","yield.std","importance1","importance2","importance3"
"24","L.2016.NAM-14","L",2016,"NAM-14",4,"L.2016.NAM-14.04.R","L.2016",3387.77796539541,58.2046215123456,0.664509875259714,752.771310298897,2655.78666666667,0.637370078355361,0.253035907943485,0.261617593828576,0.230192038185023
"25","L.2016.NAM-14","L",2016,"NAM-14",5,"L.2016.NAM-14.05.R","L.2016",3387.77796539541,58.2046215123456,0.664509875259714,752.771310298897,2655.78666666667,0.637370078355361,0.253035907943485,0.261617593828576,0.230192038185023
"26","L.2016.NAM-14","L",2016,"NAM-14",6,"L.2016.NAM-14.06.R","L.2016",3387.77796539541,58.2046215123456,0.664509875259714,752.771310298897,2655.78666666667,0.637370078355361,0.253035907943485,0.261617593828576,0.230192038185023
"27","L.2016.NAM-14","L",2016,"NAM-14",7,"L.2016.NAM-14.07.R","L.2016",3387.77796539541,58.2046215123456,0.664509875259714,752.771310298897,2655.78666666667,0.637370078355361,0.253035907943485,0.261617593828576,0.230192038185023
"28","L.2016.NAM-14","L",2016,"NAM-14",8,"L.2016.NAM-14.08.R","L.2016",3387.77796539541,58.2046215123456,0.664509875259714,752.771310298897,2655.78666666667,0.637370078355361,0.253035907943485,0.261617593828576,0.230192038185023
"29","L.2016.NAM-14","L",2016,"NAM-14",9,"L.2016.NAM-14.09.R","L.2016",3387.77796539541,58.2046215123456,0.664509875259714,752.771310298897,2655.78666666667,0.637370078355361,0.253035907943485,0.261617593828576,0.230192038185023
"30","L.2016.NAM-14","L",2016,"NAM-14",10,"L.2016.NAM-14.10.R","L.2016",3387.77796539541,58.2046215123456,0.664509875259714,752.771310298897,2655.78666666667,0.637370078355361,0.253035907943485,0.261617593828576,0.230192038185023
"31","L.2016.NAM-17","L",2016,"NAM-17",1,"L.2016.NAM-17.01.R","L.2016",47.2557559380089,6.87428221256655,0.834464704897311,804.101649598676,2152.73,0.392407778498463,0.120248184479083,0.211163541776739,0.153687562601809
"32","L.2016.NAM-17","L",2016,"NAM-17",2,"L.2016.NAM-17.02.R","L.2016",47.2557559380089,6.87428221256655,0.834464704897311,804.101649598676,2152.73,0.392407778498463,0.120248184479083,0.211163541776739,0.153687562601809
"33","L.2016.NAM-17","L",2016,"NAM-17",3,"L.2016.NAM-17.03.R","L.2016",47.2557559380089,6.87428221256655,0.834464704897311,804.101649598676,2152.73,0.392407778498463,0.120248184479083,0.211163541776739,0.153687562601809
"34","L.2016.NAM-17","L",2016,"NAM-17",4,"L.2016.NAM-17.04.R","L.2016",47.2557559380089,6.87428221256655,0.834464704897311,804.101649598676,2152.73,0.392407778498463,0.120248184479083,0.211163541776739,0.153687562601809
"35","L.2016.NAM-17","L",2016,"NAM-17",5,"L.2016.NAM-17.05.R","L.2016",47.2557559380089,6.87428221256655,0.834464704897311,804.101649598676,2152.73,0.392407778498463,0.120248184479083,0.211163541776739,0.153687562601809
"36","L.2016.NAM-17","L",2016,"NAM-17",6,"L.2016.NAM-17.06.R","L.2016",47.2557559380089,6.87428221256655,0.834464704897311,804.101649598676,2152.73,0.392407778498463,0.120248184479083,0.211163541776739,0.153687562601809
"37","L.2016.NAM-17","L",2016,"NAM-17",7,"L.2016.NAM-17.07.R","L.2016",47.2557559380089,6.87428221256655,0.834464704897311,804.101649598676,2152.73,0.392407778498463,0.120248184479083,0.211163541776739,0.153687562601809
